experiment,timestamp,repo_url,repo_name,model_provider,model_name,model_label,temperature,seed,prompt_id,prompt_description,prompt_source_path,build_success,runtime_success,repetition,status,generation_success,generation_time,overall_score,dockerfile_score,k8s_score,runtime_score,docker_llm_score,k8s_llm_score,tool_calls,tokens_used,error_count,warning_count,info_count,has_errors,is_clean,dockerfile_syntax_valid,k8s_syntax_valid,run_id,workspace_dir,report_path
h3,2026-01-03T21:43:16.391737+00:00,https://github.com/IamLRBA/Banner-Designer-WebApp.git,banner-designer-webapp,deepseek,deepseek-chat,deepseek_v3_2,1.0,,best_practices,Best-practices prompt,/Users/rasztabigab/Studia/run/prompts/best_practices.prompt,False,False,0,completed,True,147.9004988670349,0.0,0.0,,,,,24,288287,1,0,1,True,False,True,,0f41691e-0be3-4a28-8d8a-1ccdbad6c842,/Users/rasztabigab/Studia/run/tmp/banner-designer-webapp-0f41691e-0be3-4a28-8d8a-1ccdbad6c842,deepseek_v3_2/best_practices/banner-designer-webapp/h3__deepseek-chat__best_practices__banner-designer-webapp__run1_20260103_224555_293d9863.json
h3,2026-01-03T21:45:55.726397+00:00,https://github.com/jan-bobrowski/lsfont.git,lsfont,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,1.0,,base,Base prompt (same as H1),/Users/rasztabigab/Studia/run/prompts/default.prompt,True,,0,completed,True,12.433842897415161,72.33333333333333,100.0,93.33333333333331,,,,6,23427,0,2,0,False,False,True,True,14071da2-580c-4eed-a571-f5755eb6f11d,/Users/rasztabigab/Studia/run/tmp/lsfont-14071da2-580c-4eed-a571-f5755eb6f11d,google_gemini_2-5_flash/base/lsfont/h3__gemini-2-5-flash__base__lsfont__run1_20260103_224619_c2a9467b.json
h3,2026-01-03T21:46:20.087680+00:00,https://github.com/jan-bobrowski/lsfont.git,lsfont,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,1.0,,best_practices,Best-practices prompt,/Users/rasztabigab/Studia/run/prompts/best_practices.prompt,True,,0,completed,True,19.661602020263672,75.0,100.0,99.99999999999999,,,,9,45504,0,0,2,False,True,True,True,7cac94fa-1251-4e6e-aeca-e4c8d4143006,/Users/rasztabigab/Studia/run/tmp/lsfont-7cac94fa-1251-4e6e-aeca-e4c8d4143006,google_gemini_2-5_flash/best_practices/lsfont/h3__gemini-2-5-flash__best_practices__lsfont__run1_20260103_224653_20c5242d.json
h3,2026-01-03T21:46:53.290814+00:00,https://github.com/jan-bobrowski/lsfont.git,lsfont,openai,gpt-5-mini,openai_gpt5_mini,1.0,,base,Base prompt (same as H1),/Users/rasztabigab/Studia/run/prompts/default.prompt,True,,0,completed,True,43.464919090270996,72.33333333333333,100.0,93.33333333333331,,,,10,37418,0,2,0,False,False,True,True,71da95c8-9631-40cf-b3f5-496db73a2244,/Users/rasztabigab/Studia/run/tmp/lsfont-71da95c8-9631-40cf-b3f5-496db73a2244,openai_gpt5_mini/base/lsfont/h3__gpt-5-mini__base__lsfont__run1_20260103_224746_9d951cd9.json
h3,2026-01-03T21:47:46.819438+00:00,https://github.com/jan-bobrowski/lsfont.git,lsfont,openai,gpt-5-mini,openai_gpt5_mini,1.0,,best_practices,Best-practices prompt,/Users/rasztabigab/Studia/run/prompts/best_practices.prompt,False,False,0,failed,False,52.339268922805786,0,,,,,,0,,,,,,,,,,,openai_gpt5_mini/best_practices/lsfont/h3__gpt-5-mini__best_practices__lsfont__run1_20260103_224839_0201fed6.json
h3,2026-01-03T21:48:39.611171+00:00,https://github.com/jan-bobrowski/lsfont.git,lsfont,deepseek,deepseek-chat,deepseek_v3_2,1.0,,base,Base prompt (same as H1),/Users/rasztabigab/Studia/run/prompts/default.prompt,True,,0,completed,True,103.63211512565613,72.33333333333333,100.0,93.33333333333331,,,,20,230333,0,2,0,False,False,True,True,385192e5-8fa0-4adf-990f-ca46db9ad365,/Users/rasztabigab/Studia/run/tmp/lsfont-385192e5-8fa0-4adf-990f-ca46db9ad365,deepseek_v3_2/base/lsfont/h3__deepseek-chat__base__lsfont__run1_20260103_225033_44c68fec.json
h3,2026-01-03T21:50:33.567908+00:00,https://github.com/jan-bobrowski/lsfont.git,lsfont,deepseek,deepseek-chat,deepseek_v3_2,1.0,,best_practices,Best-practices prompt,/Users/rasztabigab/Studia/run/prompts/best_practices.prompt,False,False,0,completed,True,142.72925114631653,0.0,0.0,,,,,25,314432,1,0,0,True,False,True,,9f8ca7f3-e9a1-4efa-ac45-6586b8ae1903,/Users/rasztabigab/Studia/run/tmp/lsfont-9f8ca7f3-e9a1-4efa-ac45-6586b8ae1903,deepseek_v3_2/best_practices/lsfont/h3__deepseek-chat__best_practices__lsfont__run1_20260103_225308_49b219ba.json
h3,2026-01-03T21:53:08.442028+00:00,https://github.com/SoLiDinity/airwatch.git,airwatch,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,1.0,,base,Base prompt (same as H1),/Users/rasztabigab/Studia/run/prompts/default.prompt,True,,0,completed,True,42.018198013305664,29.749999999999993,84.99999999999999,,,,,23,168864,1,2,0,True,False,True,,2a365557-c025-4a0d-a324-ffdcb7cb9494,/Users/rasztabigab/Studia/run/tmp/airwatch-2a365557-c025-4a0d-a324-ffdcb7cb9494,google_gemini_2-5_flash/base/airwatch/h3__gemini-2-5-flash__base__airwatch__run1_20260103_225400_0b2138ce.json
h3,2026-01-03T21:54:00.501980+00:00,https://github.com/SoLiDinity/airwatch.git,airwatch,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,1.0,,best_practices,Best-practices prompt,/Users/rasztabigab/Studia/run/prompts/best_practices.prompt,True,,0,completed,True,37.982962131500244,72.26666666666665,96.0,96.66666666666666,,,,18,75516,0,2,0,False,False,True,True,0d83a9a3-035e-445a-aac5-bfa6625718ca,/Users/rasztabigab/Studia/run/tmp/airwatch-0d83a9a3-035e-445a-aac5-bfa6625718ca,google_gemini_2-5_flash/best_practices/airwatch/h3__gemini-2-5-flash__best_practices__airwatch__run1_20260103_225524_0cfb930b.json
h3,2026-01-03T21:55:24.929747+00:00,https://github.com/SoLiDinity/airwatch.git,airwatch,openai,gpt-5-mini,openai_gpt5_mini,1.0,,base,Base prompt (same as H1),/Users/rasztabigab/Studia/run/prompts/default.prompt,True,,0,completed,True,314.4917800426483,67.0,100.0,79.99999999999999,,,,37,370502,0,6,0,False,False,True,True,8a47152e-aeac-4f10-81bc-8adea6a47ebe,/Users/rasztabigab/Studia/run/tmp/airwatch-8a47152e-aeac-4f10-81bc-8adea6a47ebe,openai_gpt5_mini/base/airwatch/h3__gpt-5-mini__base__airwatch__run1_20260103_230135_7f55e3d7.json
h3,2026-01-03T22:01:35.924918+00:00,https://github.com/SoLiDinity/airwatch.git,airwatch,openai,gpt-5-mini,openai_gpt5_mini,1.0,,best_practices,Best-practices prompt,/Users/rasztabigab/Studia/run/prompts/best_practices.prompt,False,False,0,completed,True,281.15101194381714,0.0,0.0,,,,,53,617285,1,1,0,True,False,True,,bd0deffd-f42a-426c-a30e-809fe19da4ba,/Users/rasztabigab/Studia/run/tmp/airwatch-bd0deffd-f42a-426c-a30e-809fe19da4ba,openai_gpt5_mini/best_practices/airwatch/h3__gpt-5-mini__best_practices__airwatch__run1_20260103_230706_a7eb0a15.json
h3,2026-01-03T22:07:07.425794+00:00,https://github.com/SoLiDinity/airwatch.git,airwatch,deepseek,deepseek-chat,deepseek_v3_2,1.0,,base,Base prompt (same as H1),/Users/rasztabigab/Studia/run/prompts/default.prompt,False,False,0,completed,True,318.94393587112427,0.0,0.0,,,,,62,881675,1,0,4,True,False,True,,d8cc405c-03c3-47db-8a11-7ee40e2646a5,/Users/rasztabigab/Studia/run/tmp/airwatch-d8cc405c-03c3-47db-8a11-7ee40e2646a5,deepseek_v3_2/base/airwatch/h3__deepseek-chat__base__airwatch__run1_20260103_231306_ae45760b.json
h3,2026-01-03T22:13:07.461274+00:00,https://github.com/SoLiDinity/airwatch.git,airwatch,deepseek,deepseek-chat,deepseek_v3_2,1.0,,best_practices,Best-practices prompt,/Users/rasztabigab/Studia/run/prompts/best_practices.prompt,False,False,0,completed,True,306.1708891391754,0.0,0.0,,,,,56,1023111,1,2,0,True,False,True,,34066f38-b6bb-49a1-8af0-d7b46c94ab5b,/Users/rasztabigab/Studia/run/tmp/airwatch-34066f38-b6bb-49a1-8af0-d7b46c94ab5b,deepseek_v3_2/best_practices/airwatch/h3__deepseek-chat__best_practices__airwatch__run1_20260103_231840_649dc6ef.json
h3,2026-01-03T22:18:41.215565+00:00,https://github.com/cgize/DiceOpt_kcd2.git,diceopt_kcd2,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,1.0,,base,Base prompt (same as H1),/Users/rasztabigab/Studia/run/prompts/default.prompt,True,,0,completed,True,10.550549983978271,72.33333333333333,100.0,93.33333333333331,,,,6,25873,0,2,0,False,False,True,True,e658cf25-87a1-41e0-98a1-97714e310c9f,/Users/rasztabigab/Studia/run/tmp/diceopt_kcd2-e658cf25-87a1-41e0-98a1-97714e310c9f,google_gemini_2-5_flash/base/diceopt_kcd2/h3__gemini-2-5-flash__base__diceopt_kcd2__run1_20260103_231901_63b2e30d.json
h3,2026-01-03T22:19:01.805305+00:00,https://github.com/cgize/DiceOpt_kcd2.git,diceopt_kcd2,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,1.0,,best_practices,Best-practices prompt,/Users/rasztabigab/Studia/run/prompts/best_practices.prompt,True,,0,completed,True,12.068280220031738,75.0,100.0,99.99999999999999,,,,6,30785,0,0,0,False,True,True,True,153c9cc4-dafd-40ef-8e5b-bd05422435e4,/Users/rasztabigab/Studia/run/tmp/diceopt_kcd2-153c9cc4-dafd-40ef-8e5b-bd05422435e4,google_gemini_2-5_flash/best_practices/diceopt_kcd2/h3__gemini-2-5-flash__best_practices__diceopt_kcd2__run1_20260103_231923_9451d135.json
h3,2026-01-03T22:19:23.551074+00:00,https://github.com/cgize/DiceOpt_kcd2.git,diceopt_kcd2,openai,gpt-5-mini,openai_gpt5_mini,1.0,,base,Base prompt (same as H1),/Users/rasztabigab/Studia/run/prompts/default.prompt,True,,0,completed,True,68.37084698677063,72.33333333333333,100.0,93.33333333333331,,,,16,67561,0,2,0,False,False,True,True,01c6ba44-7ebf-49d6-bafe-ec961d1dafef,/Users/rasztabigab/Studia/run/tmp/diceopt_kcd2-01c6ba44-7ebf-49d6-bafe-ec961d1dafef,openai_gpt5_mini/base/diceopt_kcd2/h3__gpt-5-mini__base__diceopt_kcd2__run1_20260103_232042_ae43f14b.json
h3,2026-01-03T22:20:42.351902+00:00,https://github.com/cgize/DiceOpt_kcd2.git,diceopt_kcd2,openai,gpt-5-mini,openai_gpt5_mini,1.0,,best_practices,Best-practices prompt,/Users/rasztabigab/Studia/run/prompts/best_practices.prompt,True,,0,completed,True,69.86681008338928,75.0,100.0,99.99999999999999,,,,15,75848,0,0,0,False,True,True,True,23a29401-38d1-4712-9d89-3f1eab816bba,/Users/rasztabigab/Studia/run/tmp/diceopt_kcd2-23a29401-38d1-4712-9d89-3f1eab816bba,openai_gpt5_mini/best_practices/diceopt_kcd2/h3__gpt-5-mini__best_practices__diceopt_kcd2__run1_20260103_232202_b16108a4.json
h3,2026-01-03T22:22:02.601137+00:00,https://github.com/cgize/DiceOpt_kcd2.git,diceopt_kcd2,deepseek,deepseek-chat,deepseek_v3_2,1.0,,base,Base prompt (same as H1),/Users/rasztabigab/Studia/run/prompts/default.prompt,True,,0,completed,True,108.50839924812317,72.33333333333333,100.0,93.33333333333331,,,,21,207266,0,2,0,False,False,True,True,cc19f668-2bec-4638-ab84-6533fa7271cc,/Users/rasztabigab/Studia/run/tmp/diceopt_kcd2-cc19f668-2bec-4638-ab84-6533fa7271cc,deepseek_v3_2/base/diceopt_kcd2/h3__deepseek-chat__base__diceopt_kcd2__run1_20260103_232401_19b805e2.json
h3,2026-01-03T22:24:01.727035+00:00,https://github.com/cgize/DiceOpt_kcd2.git,diceopt_kcd2,deepseek,deepseek-chat,deepseek_v3_2,1.0,,best_practices,Best-practices prompt,/Users/rasztabigab/Studia/run/prompts/best_practices.prompt,True,,0,completed,True,125.80359292030334,75.0,100.0,99.99999999999999,,,,26,327304,0,0,0,False,True,True,True,02827b1e-1979-43a6-9e3c-60c0e5afb7b8,/Users/rasztabigab/Studia/run/tmp/diceopt_kcd2-02827b1e-1979-43a6-9e3c-60c0e5afb7b8,deepseek_v3_2/best_practices/diceopt_kcd2/h3__deepseek-chat__best_practices__diceopt_kcd2__run1_20260103_232620_6ffda314.json
h3,2026-01-03T22:26:20.493877+00:00,https://github.com/SchoolTimer/ParklandSchoolTimer.git,parklandschooltimer,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,1.0,,base,Base prompt (same as H1),/Users/rasztabigab/Studia/run/prompts/default.prompt,True,,0,completed,True,14.371918678283691,72.33333333333333,100.0,93.33333333333331,,,,7,35503,0,2,0,False,False,True,True,d86836c8-ba7d-4814-b335-5d2e6cb76ec9,/Users/rasztabigab/Studia/run/tmp/parklandschooltimer-d86836c8-ba7d-4814-b335-5d2e6cb76ec9,google_gemini_2-5_flash/base/parklandschooltimer/h3__gemini-2-5-flash__base__parklandschooltimer__run1_20260103_232644_e8c81d43.json
h3,2026-01-03T22:26:44.977259+00:00,https://github.com/SchoolTimer/ParklandSchoolTimer.git,parklandschooltimer,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,1.0,,best_practices,Best-practices prompt,/Users/rasztabigab/Studia/run/prompts/best_practices.prompt,True,,0,completed,True,14.15051007270813,75.0,100.0,99.99999999999999,,,,8,73937,0,0,0,False,True,True,True,c4b429a0-adf1-4359-932f-8490b02e31d6,/Users/rasztabigab/Studia/run/tmp/parklandschooltimer-c4b429a0-adf1-4359-932f-8490b02e31d6,google_gemini_2-5_flash/best_practices/parklandschooltimer/h3__gemini-2-5-flash__best_practices__parklandschooltimer__run1_20260103_232708_59a533c9.json
h3,2026-01-03T22:27:08.740297+00:00,https://github.com/SchoolTimer/ParklandSchoolTimer.git,parklandschooltimer,openai,gpt-5-mini,openai_gpt5_mini,1.0,,base,Base prompt (same as H1),/Users/rasztabigab/Studia/run/prompts/default.prompt,True,,0,completed,True,48.16430068016052,72.33333333333333,100.0,93.33333333333331,,,,13,63359,0,2,0,False,False,True,True,0b4a6680-d80a-42f8-8570-97739bc72437,/Users/rasztabigab/Studia/run/tmp/parklandschooltimer-0b4a6680-d80a-42f8-8570-97739bc72437,openai_gpt5_mini/base/parklandschooltimer/h3__gpt-5-mini__base__parklandschooltimer__run1_20260103_232807_6b1bb55d.json
h3,2026-01-03T22:28:07.860502+00:00,https://github.com/SchoolTimer/ParklandSchoolTimer.git,parklandschooltimer,openai,gpt-5-mini,openai_gpt5_mini,1.0,,best_practices,Best-practices prompt,/Users/rasztabigab/Studia/run/prompts/best_practices.prompt,True,,0,completed,True,135.42844986915588,75.0,100.0,99.99999999999999,,,,26,272067,0,0,0,False,True,True,True,3da9a121-0a2e-4603-8ed3-dd1b7c60e8dc,/Users/rasztabigab/Studia/run/tmp/parklandschooltimer-3da9a121-0a2e-4603-8ed3-dd1b7c60e8dc,openai_gpt5_mini/best_practices/parklandschooltimer/h3__gpt-5-mini__best_practices__parklandschooltimer__run1_20260103_233035_516e63ba.json
h3,2026-01-03T22:30:35.767084+00:00,https://github.com/SchoolTimer/ParklandSchoolTimer.git,parklandschooltimer,deepseek,deepseek-chat,deepseek_v3_2,1.0,,base,Base prompt (same as H1),/Users/rasztabigab/Studia/run/prompts/default.prompt,True,,0,completed,True,103.40971422195435,72.33333333333333,100.0,93.33333333333331,,,,22,345574,0,2,0,False,False,True,True,04308ff1-362b-4840-aab3-4c91732eab4c,/Users/rasztabigab/Studia/run/tmp/parklandschooltimer-04308ff1-362b-4840-aab3-4c91732eab4c,deepseek_v3_2/base/parklandschooltimer/h3__deepseek-chat__base__parklandschooltimer__run1_20260103_233229_d84c52b4.json
